employee_residence,company_location,salary_in_usd
GBR,GBR,55410
GBR,GBR,86193
GBR,GBR,61566
USA,USA,175000
USA,USA,130000
USA,USA,188100
USA,USA,139860
USA,USA,248700
USA,USA,167100
IND,IND,5723
USA,USA,123400
USA,USA,88100
DEU,DEU,50432
USA,USA,245000
USA,USA,205000
USA,USA,141300
USA,USA,102100
USA,USA,141300
USA,USA,102100
ARG,ARG,50000
BEL,BEL,84053
GBR,GBR,61566
USA,USA,250000
USA,USA,63000
USA,USA,189500
USA,USA,140100
USA,USA,177600
USA,USA,131300
USA,USA,24000
USA,USA,24000
USA,USA,250000
USA,USA,63000
USA,USA,202900
USA,USA,131300
USA,USA,145000
USA,USA,115000
USA,USA,115000
USA,USA,193900
USA,USA,129300
USA,USA,180000
USA,USA,140000
USA,USA,216200
USA,USA,144100
USA,USA,216000
USA,USA,144000
USA,USA,150000
IND,IND,12171
IND,IND,53416
AUT,AUT,50000
USA,USA,250000
NLD,NLD,84053
GBR,GBR,131752
ARG,ARG,48000
USA,USA,260500
USA,USA,175100
USA,USA,210000
USA,USA,100000
USA,USA,55000
USA,USA,130000
FRA,FRA,77119
BEL,BEL,52008
IND,IND,30523
USA,USA,206699
USA,USA,99100
USA,USA,200000
USA,USA,54000
USA,USA,250000
USA,USA,63000
USA,USA,250000
USA,USA,63000
USA,USA,250000
USA,USA,63000
USA,USA,130000
USA,USA,100000
USA,USA,80000
USA,USA,160000
USA,USA,100000
USA,USA,221300
USA,USA,148700
GBR,GBR,30000
FRA,FRA,28368
GBR,GBR,91118
GBR,GBR,61566
DEU,DEU,60938
USA,USA,249260
USA,USA,185400
USA,USA,170000
USA,USA,130000
GBR,GBR,80036
USA,USA,128875
USA,USA,93700
USA,USA,180000
USA,USA,100000
USA,USA,136260
USA,USA,109280
USA,USA,160000
USA,USA,92000
USA,USA,200000
USA,USA,160000
GBR,GBR,135446
GBR,GBR,104663
USA,USA,117000
USA,USA,99450
USA,USA,129000
USA,USA,86000
IND,IND,13493
IND,IND,13493
USA,USA,160000
USA,USA,119300
USA,USA,100000
TUR,TUR,25000
SGP,SGP,65257
USA,USA,200000
USA,USA,180000
USA,USA,153000
USA,USA,210000
USA,USA,100000
USA,USA,150075
USA,USA,110925
EGY,EGY,22800
USA,USA,160000
USA,USA,92000
USA,USA,202900
USA,USA,131300
PRT,PRT,22809
IDN,IDN,15000
USA,USA,175000
USA,USA,135000
AUS,AUS,133766
USA,USA,83000
GBR,GBR,92350
GBR,GBR,67723
USA,USA,186000
USA,USA,148800
USA,USA,112900
USA,USA,90320
USA,USA,240000
USA,USA,160000
USA,USA,300000
USA,USA,200000
DEU,DEU,65666
IND,IND,200000
GBR,GBR,116976
GBR,GBR,92350
USA,USA,120000
USA,USA,112900
USA,USA,90320
USA,USA,145000
USA,USA,105400
DEU,DEU,49268
GBR,GBR,110820
GBR,GBR,92350
USA,USA,215300
USA,USA,158200
USA,USA,209100
USA,USA,154600
USA,USA,115934
USA,USA,81666
USA,USA,175000
USA,USA,155000
FRA,FRA,84053
USA,USA,164000
USA,USA,132000
USA,USA,170000
USA,USA,123000
USA,USA,189650
USA,USA,164996
GRC,GRC,52533
GRC,GRC,52533
CAN,CAN,115222
USA,USA,165400
USA,USA,132320
USA,USA,208775
USA,USA,147800
USA,USA,136994
USA,USA,101570
USA,USA,128875
USA,USA,93700
IND,IND,76309
GBR,GBR,35093
USA,USA,183600
USA,USA,100800
GBR,GBR,49253
GBR,GBR,36940
ESP,ESP,42026
ESP,ESP,31520
ESP,ESP,84053
ESP,ESP,73546
GBR,GBR,98506
GBR,GBR,86193
GRC,GRC,84053
GRC,GRC,73546
USA,USA,189650
USA,USA,164996
GRC,GRC,42026
GRC,GRC,31520
GBR,GBR,92350
GBR,GBR,73880
USA,USA,215300
USA,USA,140400
ESP,ESP,63040
ESP,ESP,47280
USA,USA,260000
USA,USA,180000
GBR,GBR,67723
GBR,GBR,43096
GRC,GRC,63040
GRC,GRC,47280
GBR,GBR,73880
GBR,GBR,55410
ITA,ITA,51064
ARG,ARG,60000
USA,USA,82900
USA,USA,63900
USA,USA,160000
USA,USA,112300
USA,USA,241000
USA,USA,159000
USA,USA,180000
USA,USA,80000
USA,USA,58000
USA,USA,58000
USA,USA,136000
USA,USA,108800
USA,USA,242000
USA,USA,200000
GBR,GBR,61566
GBR,GBR,36940
GBR,GBR,73880
GBR,GBR,49253
USA,USA,165220
USA,USA,120160
USA,USA,124190
USA,USA,90320
USA,USA,181940
USA,USA,132320
USA,USA,220110
USA,USA,160080
USA,USA,180000
USA,USA,120000
USA,USA,126500
USA,USA,106260
USA,USA,116000
USA,USA,99000
USA,USA,155000
USA,USA,120600
USA,USA,130000
USA,USA,90000
USA,USA,170000
USA,USA,150000
USA,USA,102100
USA,USA,84900
USA,USA,136620
USA,USA,99360
GBR,GBR,110820
GBR,GBR,98506
USA,USA,146000
USA,USA,123000
GBR,GBR,49253
GBR,GBR,43096
USA,USA,130000
USA,USA,110000
USA,USA,170000
USA,USA,135000
USA,USA,161342
USA,USA,137141
USA,USA,167000
USA,USA,123000
GBR,GBR,73880
GBR,GBR,61566
USA,USA,211500
USA,USA,138600
CAN,CAN,192400
CAN,CAN,90700
CAN,CAN,130000
CAN,CAN,61300
CAN,CAN,130000
CAN,CAN,61300
USA,USA,160000
USA,USA,113000
USA,USA,150000
USA,USA,95550
USA,USA,167000
USA,USA,115500
USA,USA,112900
USA,USA,90320
USA,USA,112900
USA,USA,90320
USA,USA,165400
USA,USA,132320
USA,USA,243900
USA,USA,156600
USA,USA,136600
USA,USA,109280
USA,USA,128875
USA,USA,93700
USA,USA,224000
USA,USA,167875
USA,USA,175000
USA,USA,135000
USA,USA,209100
USA,USA,154600
USA,USA,180000
USA,USA,160000
USA,USA,205300
USA,USA,140400
USA,USA,176000
USA,USA,144000
USA,USA,200100
USA,USA,160000
USA,USA,70500
USA,USA,54000
USA,USA,205300
USA,USA,140400
USA,USA,205300
USA,USA,184700
USA,USA,175100
USA,USA,140250
USA,USA,116150
USA,USA,99050
USA,USA,145000
USA,USA,130000
USA,USA,112900
USA,USA,90320
CAN,CAN,85000
CAN,CAN,75000
USA,USA,214000
USA,USA,192600
USA,USA,266400
USA,USA,213120
USA,USA,155000
USA,USA,115000
USA,USA,141300
USA,USA,102100
USA,USA,115934
USA,USA,81666
USA,USA,206699
USA,USA,99100
USA,USA,130000
USA,USA,110500
GBR,GBR,61566
GBR,GBR,43096
USA,USA,80000
USA,USA,60000
USA,USA,192564
USA,USA,144854
USA,USA,230000
USA,USA,150000
USA,USA,150260
USA,USA,109280
USA,USA,170000
USA,USA,150000
USA,USA,160000
USA,USA,130000
CAN,CAN,67000
CAN,CAN,52000
USA,USA,154000
USA,USA,126000
USA,USA,129000
USA,USA,99000
USA,USA,210000
USA,USA,140000
USA,USA,210000
USA,USA,140000
USA,USA,210000
USA,USA,140000
USA,USA,100000
USA,USA,69000
USA,USA,210000
USA,USA,140000
USA,USA,150075
USA,USA,110925
USA,USA,100000
USA,USA,25000
USA,USA,126500
USA,USA,106260
USA,USA,220110
USA,USA,160080
USA,USA,105000
USA,USA,100000
USA,USA,170000
USA,USA,135000
USA,USA,230000
USA,USA,140000
USA,USA,135000
USA,USA,50000
USA,USA,220000
USA,USA,140000
GBR,GBR,172386
GBR,GBR,86193
USA,USA,220000
USA,USA,120000
USA,USA,200000
USA,USA,120000
ARE,ARE,120000
ARE,ARE,65000
USA,USA,324000
USA,USA,216000
USA,USA,210000
USA,USA,100000
USA,USA,185100
USA,USA,104890
USA,USA,105000
USA,USA,80000
CAN,CAN,76814
CAN,CAN,117104
CAN,CAN,192037
USA,USA,120000
IND,IND,17805
IND,IND,30523
PRT,PRT,55685
DEU,DEU,52533
IND,IND,17805
BOL,BOL,75000
USA,USA,157000
CAN,CAN,69133
USA,USA,65000
IRL,IRL,68293
USA,USA,109000
CAN,CAN,67597
PRT,PRT,10000
GRC,GRC,20000
SVN,SVN,102839
MYS,MYS,200000
CAN,CAN,51081
USA,USA,78000
USA,USA,135000
USA,USA,115000
AUS,AUS,83864
JPN,JPN,40000
EST,EST,31520
NLD,NLD,59888
PAK,PAK,54742
FRA,FRA,89306
AUS,AUS,83171
USA,USA,165000
USA,USA,153000
BRA,BRA,100000
CAN,CAN,76814
POL,POL,33609
CAN,CAN,75000
HND,HND,20000
TUN,TUN,30469
CZE,CZE,69999
PAK,PAK,55475
AUT,AUT,61989
USA,USA,152500
USA,USA,120000
USA,USA,135000
USA,USA,405000
USA,USA,150000
USA,USA,240000
USA,USA,135000
USA,USA,80000
USA,USA,380000
CHE,CHE,120402
USA,USA,177000
FRA,FRA,65141
RUS,RUS,48000
PAK,PAK,20000
USA,USA,220000
JPN,JPN,77364
JPN,JPN,63711
AUS,AUS,150000
USA,USA,90000
CAN,CAN,100000
USA,USA,100000
DZA,DZA,100000
USA,USA,144000
DEU,DEU,155499
BRA,BRA,24000
VNM,VNM,38400
USA,USA,100000
USA,USA,82500
FRA,FRA,49646
IND,IND,40570
USA,USA,120000
DEU,DEU,84053
IND,IND,20000
USA,USA,125000
IND,IND,9466
USA,USA,120000
ESP,ESP,10354
GBR,GBR,110037
PRT,PRT,21013
USA,USA,50000
USA,USA,200000
ESP,ESP,60000
USA,USA,200000
IRQ,IRQ,100000
USA,USA,100000
BEL,BEL,82744
DEU,DEU,59303
FRA,FRA,62649
GBR,GBR,82528
USA,USA,170000
USA,USA,150000
USA,USA,55000
USA,USA,250000
USA,USA,80000
USA,USA,70000
DEU,DEU,130026
DEU,DEU,63831
GRC,GRC,68428
RUS,RUS,85000
RUS,RUS,230000
USA,USA,125000
USA,USA,120000
USA,USA,450000
FRA,FRA,46759
AUT,AUT,74130
CAN,CAN,127221
USA,USA,144000
UKR,UKR,13400
CAN,CAN,75774
USA,USA,150000
USA,USA,103000
USA,USA,153000
USA,USA,90000
USA,USA,90000
USA,USA,60000
NGA,NGA,50000
PAK,PAK,12000
IND,IND,5409
USA,USA,270000
GBR,GBR,54238
ESP,ESP,47282
ITA,ITA,153667
POL,POL,28476
USA,USA,110000
GBR,GBR,82528
USA,USA,250000
FRA,FRA,59102
BGR,BGR,80000
NGA,NGA,10000
USA,USA,138000
USA,USA,140000
DEU,DEU,79197
USA,USA,170000
USA,USA,80000
PHL,PHL,45760
USA,USA,100000
FRA,FRA,53192
USA,USA,235000
IND,IND,150000
ESP,ESP,79833
USA,USA,225000
DEU,DEU,76833
PRT,PRT,50180
GRC,GRC,88654
GBR,GBR,103160
GBR,GBR,113476
DEU,DEU,94564
IND,IND,30428
USA,USA,150000
USA,USA,115000
CAN,CAN,187442
GBR,GBR,51519
USA,USA,106000
GBR,GBR,112872
HUN,HUN,36259
USA,USA,150000
DEU,DEU,15966
DEU,DEU,95746
USA,USA,70000
GBR,GBR,76958
SGP,SGP,89294
IND,IND,29751
USA,USA,276000
USA,USA,188000
BRA,BRA,160000
USA,USA,105000
USA,USA,200000
USA,USA,174000
USA,USA,93000
IND,IND,28399
PRT,PRT,60757
USA,USA,90000
FRA,FRA,70139
IND,IND,6072
MEX,MEX,33511
USA,USA,170000
GBR,GBR,96282
TUR,TUR,12103
FRA,FRA,36643
GBR,GBR,72212
USA,USA,91000
CAN,CAN,99703
USA,USA,165000
USA,USA,80000
CAN,CAN,103691
IND,IND,21637
NLD,NLD,42000
ARE,ARE,115000
CAN,CAN,63810
JPN,JPN,260000
USA,USA,110000
USA,USA,180000
USA,USA,200000
GBR,GBR,109024
USA,USA,200000
USA,USA,256000
USA,USA,110000
DEU,DEU,79833
USA,USA,72500
USA,USA,185000
NLD,NLD,69741
JEY,JEY,100000
USA,USA,112000
USA,USA,150000
TUR,TUR,20171
ESP,ESP,55000
USA,USA,58000
USA,USA,100000
FRA,FRA,77684
NLD,NLD,85000
DEU,DEU,76833
USA,USA,105000
USA,USA,72000
DEU,DEU,65013
TUR,TUR,28016
USA,USA,111775
USA,USA,93150
PRI,PRI,160000
SRB,SRB,25532
IND,IND,66265
IND,IND,16904
DEU,DEU,63831
USA,USA,190000
DEU,DEU,141846
IND,IND,16228
CAN,CAN,71786
HUN,HUN,35735
USA,USA,135000
DEU,DEU,24823
IND,IND,54094
IND,IND,24342
KEN,KEN,9272
USA,USA,147000
CAN,CAN,96113
USA,USA,174000
USA,USA,135000
COL,COL,21844
NZL,NZL,125000
FRA,FRA,51321
IND,IND,40481
FRA,FRA,69741
VNM,VNM,50000
FRA,FRA,39916
USA,USA,87000
ROU,ROU,26005
DEU,DEU,90734
IND,IND,22611
IND,IND,5679
USA,USA,81000
CHL,CHL,40038
USA,USA,90000
DEU,DEU,61467
USA,USA,195000
ESP,ESP,37825
USA,USA,85000
USA,USA,416000
USA,USA,225000
GBR,GBR,56256
IND,IND,33808
GBR,GBR,116914
POL,POL,46597
PAK,PAK,8000
JPN,JPN,41689
POL,POL,114047
BEL,BEL,88654
IND,IND,5707
PRT,PRT,56000
DNK,DNK,28609
DEU,DEU,88654
IND,IND,6072
GRC,GRC,47899
USA,USA,98000
HKG,HKG,66022
FRA,FRA,56738
SVN,SVN,24823
USA,USA,120000
ITA,ITA,20000
USA,USA,325000
USA,USA,200000
DNK,DNK,45896
USA,USA,160000
FRA,FRA,50000
GRC,GRC,40189
BRA,BRA,12901
USA,USA,165000
IND,IND,5882
FRA,FRA,42197
USA,USA,185000
DEU,DEU,62726
DEU,DEU,90734
ITA,ITA,21669
USA,USA,110000
USA,USA,140000
USA,USA,120000
CAN,CAN,87738
GBR,GBR,61896
PAK,PAK,12000
ROU,ROU,76833
JPN,JPN,74000
USA,USA,152000
MDA,MDA,18000
RUS,RUS,60000
USA,USA,130000
BRA,BRA,18907
LUX,LUX,59102
DEU,DEU,173762
DEU,DEU,148261
ESP,ESP,38776
ESP,ESP,46809
IND,IND,18053
AUT,AUT,91237
FRA,FRA,62726
USA,USA,115000
USA,USA,235000
IND,IND,19609
BRA,BRA,12000
USA,USA,75000
USA,USA,62000
USA,USA,73000
NLD,NLD,45391
USA,USA,190200
USA,USA,118000
USA,USA,138350
ESP,ESP,130800
HRV,HRV,45618
JPN,JPN,168000
SGP,SGP,119059
USA,USA,423000
MLT,MLT,28369
USA,USA,165000
USA,USA,412000
USA,USA,151000
USA,USA,105000
USA,USA,100000
IND,IND,94665
